Gene,Target,Evidence,FileLayer
LOC_Os01g07120,LOC_Os06g29100,motif,merged
LOC_Os01g07120,LOC_Os04g56320,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os05g11590,motif,merged
LOC_Os01g07120,LOC_Os11g11650,motif,merged
LOC_Os01g07120,LOC_Os05g35170,motif,merged
LOC_Os01g07120,LOC_Os01g67290,motif,merged
LOC_Os01g07120,LOC_Os03g05720,motif,merged
LOC_Os01g07120,LOC_Os01g67950,motif,merged
LOC_Os01g07120,LOC_Os06g02480,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os07g25500,motif,merged
LOC_Os01g07120,LOC_Os03g55090,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os07g05440,motif,merged
LOC_Os01g07120,LOC_Os08g02140,motif,merged
LOC_Os01g07120,LOC_Os08g10740,motif,merged
LOC_Os01g07120,LOC_Os06g42140,motif,merged
LOC_Os01g07120,LOC_Os09g06650,motif,merged
LOC_Os01g07120,LOC_Os06g03600,motif,merged
LOC_Os01g07120,LOC_Os08g05460,"FunTFBS, motif",merged
LOC_Os01g07120,LOC_Os07g23590,motif,merged
LOC_Os01g07120,LOC_Os07g37330,motif,merged
LOC_Os01g07120,LOC_Os12g17010,motif,merged
LOC_Os01g07120,LOC_Os11g44500,motif,merged
LOC_Os01g07120,LOC_Os04g50750,motif,merged
LOC_Os01g07120,LOC_Os08g43160,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os08g35050,motif,merged
LOC_Os01g07120,LOC_Os04g09790,motif,merged
LOC_Os01g07120,LOC_Os03g53090,FunTFBS,FunTFBS
LOC_Os01g07120,LOC_Os10g26610,motif,merged
LOC_Os01g07120,LOC_Os12g12514,motif,merged
LOC_Os01g07120,LOC_Os07g42680,motif,merged
LOC_Os01g07120,LOC_Os06g07350,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os01g06330,motif,merged
LOC_Os01g07120,LOC_Os09g25600,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os11g03900,motif,merged
LOC_Os01g07120,LOC_Os12g27060,FunTFBS,FunTFBS
LOC_Os01g07120,LOC_Os11g43090,motif,merged
LOC_Os01g07120,LOC_Os02g08120,"FunTFBS, motif, motif_CE",merged
LOC_Os01g07120,LOC_Os01g20206,motif,merged
LOC_Os01g07120,LOC_Os01g47100,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os05g28330,"FunTFBS, motif, motif_CE",merged
LOC_Os01g07120,LOC_Os06g46560,motif,merged
LOC_Os01g07120,LOC_Os11g08140,"FunTFBS, motif",merged
LOC_Os01g07120,LOC_Os03g08190,motif,merged
LOC_Os01g07120,LOC_Os03g01560,motif,merged
LOC_Os01g07120,LOC_Os08g12670,motif,merged
LOC_Os01g07120,LOC_Os07g44640,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os07g17320,motif,merged
LOC_Os01g07120,LOC_Os11g18860,motif,merged
LOC_Os01g07120,LOC_Os01g59350,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os03g30150,motif,merged
LOC_Os01g07120,LOC_Os11g34750,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os03g24290,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os09g15639,motif,merged
LOC_Os01g07120,LOC_Os10g19330,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os08g32490,motif,merged
LOC_Os01g07120,LOC_Os05g16560,motif,merged
LOC_Os01g07120,LOC_Os02g58070,motif,merged
LOC_Os01g07120,LOC_Os05g24670,motif,merged
LOC_Os01g07120,LOC_Os05g45710,motif,merged
LOC_Os01g07120,LOC_Os08g39720,motif,merged
LOC_Os01g07120,LOC_Os02g36990,FunTFBS,FunTFBS
LOC_Os01g07120,LOC_Os12g06580,motif,merged
LOC_Os01g07120,LOC_Os04g16600,motif,merged
LOC_Os01g07120,LOC_Os06g09630,"FunTFBS, motif",merged
LOC_Os01g07120,LOC_Os02g04600,motif,merged
LOC_Os01g07120,LOC_Os05g08400,motif,merged
LOC_Os01g07120,LOC_Os06g12660,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os10g28210,motif,merged
LOC_Os01g07120,LOC_Os03g60440,motif,merged
LOC_Os01g07120,LOC_Os06g47850,FunTFBS,FunTFBS
LOC_Os01g07120,LOC_Os12g40860,motif,merged
LOC_Os01g07120,LOC_Os02g28210,motif,merged
LOC_Os01g07120,LOC_Os04g05840,motif,merged
LOC_Os01g07120,LOC_Os10g21720,motif,merged
LOC_Os01g07120,LOC_Os02g10380,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os10g30156,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os10g11672,motif,merged
LOC_Os01g07120,LOC_Os03g49740,motif,merged
LOC_Os01g07120,LOC_Os01g23610,motif,merged
LOC_Os01g07120,LOC_Os06g33360,motif,merged
LOC_Os01g07120,LOC_Os07g39560,motif,merged
LOC_Os01g07120,LOC_Os07g28290,FunTFBS,FunTFBS
LOC_Os01g07120,LOC_Os07g38600,motif,merged
LOC_Os01g07120,LOC_Os11g20430,motif,merged
LOC_Os01g07120,LOC_Os03g13579,motif,merged
LOC_Os01g07120,LOC_Os05g36140,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os07g12760,motif,merged
LOC_Os01g07120,LOC_Os05g49470,motif,merged
LOC_Os01g07120,LOC_Os09g25950,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os04g06280,motif,merged
LOC_Os01g07120,LOC_Os07g39310,motif,merged
LOC_Os01g07120,LOC_Os02g10690,motif,merged
LOC_Os01g07120,LOC_Os10g34980,motif,merged
LOC_Os01g07120,LOC_Os07g36920,motif,merged
LOC_Os01g07120,LOC_Os03g05800,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os06g33340,motif,merged
LOC_Os01g07120,LOC_Os05g22670,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os06g47060,motif,merged
LOC_Os01g07120,LOC_Os02g11940,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os07g36910,motif,merged
LOC_Os01g07120,LOC_Os11g38680,motif,merged
LOC_Os01g07120,LOC_Os05g48670,FunTFBS,FunTFBS
LOC_Os01g07120,LOC_Os12g39620,"FunTFBS, motif",merged
LOC_Os01g07120,LOC_Os06g45360,FunTFBS,FunTFBS
LOC_Os01g07120,LOC_Os02g58280,motif,merged
LOC_Os01g07120,LOC_Os04g11790,motif,merged
LOC_Os01g07120,LOC_Os05g41950,motif,merged
LOC_Os01g07120,LOC_Os09g21660,motif,merged
LOC_Os01g07120,LOC_Os12g41210,motif,merged
LOC_Os01g07120,LOC_Os01g16900,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os10g17470,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os09g38350,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os01g32560,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os07g28100,motif,merged
LOC_Os01g07120,LOC_Os03g57760,motif,merged
LOC_Os01g07120,LOC_Os09g09380,FunTFBS,FunTFBS
LOC_Os01g07120,LOC_Os01g05350,motif,merged
LOC_Os01g07120,LOC_Os09g37640,motif,merged
LOC_Os01g07120,LOC_Os06g04230,motif,merged
LOC_Os01g07120,LOC_Os10g30290,motif,merged
LOC_Os01g07120,LOC_Os01g13810,motif,merged
LOC_Os01g07120,LOC_Os11g09600,motif,merged
LOC_Os01g07120,LOC_Os09g07490,motif,merged
LOC_Os01g07120,LOC_Os06g06730,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os08g17510,motif,merged
LOC_Os01g07120,LOC_Os07g43140,motif,merged
LOC_Os01g07120,LOC_Os01g13270,motif,merged
LOC_Os01g07120,LOC_Os01g74440,motif,merged
LOC_Os01g07120,LOC_Os01g72690,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os03g63170,motif,merged
LOC_Os01g07120,LOC_Os03g02730,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os06g48190,motif,merged
LOC_Os01g07120,LOC_Os11g41540,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os03g58930,motif,merged
LOC_Os01g07120,LOC_Os05g46290,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os10g27180,"FunTFBS, motif, motif_CE",merged
LOC_Os01g07120,LOC_Os09g07080,motif,merged
LOC_Os01g07120,LOC_Os07g19530,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os05g23700,motif,merged
LOC_Os01g07120,LOC_Os08g24740,motif,merged
LOC_Os01g07120,LOC_Os11g06810,motif,merged
LOC_Os01g07120,LOC_Os11g30100,motif,merged
LOC_Os01g07120,LOC_Os06g13010,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os10g38820,FunTFBS,FunTFBS
LOC_Os01g07120,LOC_Os01g45050,motif,merged
LOC_Os01g07120,LOC_Os07g12250,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os06g40818,motif,merged
LOC_Os01g07120,LOC_Os01g01930,FunTFBS,FunTFBS
LOC_Os01g07120,LOC_Os07g10400,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os10g28580,FunTFBS,FunTFBS
LOC_Os01g07120,LOC_Os06g07070,motif,merged
LOC_Os01g07120,LOC_Os08g09930,motif,merged
LOC_Os01g07120,LOC_Os12g11440,"FunTFBS, motif",merged
LOC_Os01g07120,LOC_Os10g34071,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os09g30060,motif,merged
LOC_Os01g07120,LOC_Os06g44910,motif,merged
LOC_Os01g07120,LOC_Os11g28740,motif,merged
LOC_Os01g07120,LOC_Os12g17310,motif,merged
LOC_Os01g07120,LOC_Os02g50799,motif,merged
LOC_Os01g07120,LOC_Os09g25890,motif,merged
LOC_Os01g07120,LOC_Os04g24274,motif,merged
LOC_Os01g07120,LOC_Os09g15720,motif,merged
LOC_Os01g07120,LOC_Os02g13410,motif,merged
LOC_Os01g07120,LOC_Os04g59600,motif,merged
LOC_Os01g07120,LOC_Os03g06800,motif,merged
LOC_Os01g07120,LOC_Os07g39480,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os02g55440,motif,merged
LOC_Os01g07120,LOC_Os10g25810,motif,merged
LOC_Os01g07120,LOC_Os03g52750,motif,merged
LOC_Os01g07120,LOC_Os05g51430,motif,merged
LOC_Os01g07120,LOC_Os10g37870,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os01g19610,motif,merged
LOC_Os01g07120,LOC_Os04g40010,motif,merged
LOC_Os01g07120,LOC_Os07g10180,FunTFBS,FunTFBS
LOC_Os01g07120,LOC_Os03g01770,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os05g27880,motif,merged
LOC_Os01g07120,LOC_Os07g05120,motif,merged
LOC_Os01g07120,LOC_Os02g02424,motif,merged
LOC_Os01g07120,LOC_Os01g71590,motif,merged
LOC_Os01g07120,LOC_Os01g74610,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os07g27080,motif,merged
LOC_Os01g07120,LOC_Os04g53460,motif,merged
LOC_Os01g07120,LOC_Os05g26180,motif,merged
LOC_Os01g07120,LOC_Os10g30156,"motif, motif_CE",merged
LOC_Os01g07120,ChrSy.fgenesh.gene.71,motif,merged
LOC_Os01g07120,LOC_Os03g30500,motif,merged
LOC_Os01g07120,LOC_Os07g43925,motif,merged
LOC_Os01g07120,LOC_Os10g28760,"FunTFBS, motif",merged
LOC_Os01g07120,LOC_Os02g40370,motif,merged
LOC_Os01g07120,LOC_Os01g43030,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os03g18630,motif,merged
LOC_Os01g07120,LOC_Os08g44380,motif,merged
LOC_Os01g07120,LOC_Os10g32240,motif,merged
LOC_Os01g07120,LOC_Os10g42060,FunTFBS,FunTFBS
LOC_Os01g07120,LOC_Os12g25968,motif,merged
LOC_Os01g07120,LOC_Os02g22200,motif,merged
LOC_Os01g07120,LOC_Os05g50800,motif,merged
LOC_Os01g07120,LOC_Os09g25950,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os03g22860,FunTFBS,FunTFBS
LOC_Os01g07120,LOC_Os12g02710,motif,merged
LOC_Os01g07120,LOC_Os02g05120,motif,merged
LOC_Os01g07120,LOC_Os03g17110,"FunTFBS, motif",merged
LOC_Os01g07120,LOC_Os06g39906,FunTFBS,FunTFBS
LOC_Os01g07120,LOC_Os09g09180,motif,merged
LOC_Os01g07120,LOC_Os05g22670,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os07g12940,motif,merged
LOC_Os01g07120,LOC_Os02g11940,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os04g47630,motif,merged
LOC_Os01g07120,LOC_Os03g08500,motif,merged
LOC_Os01g07120,LOC_Os04g19470,motif,merged
LOC_Os01g07120,LOC_Os05g20470,FunTFBS,FunTFBS
LOC_Os01g07120,LOC_Os03g04520,"FunTFBS, motif",merged
LOC_Os01g07120,LOC_Os02g43610,motif,merged
LOC_Os01g07120,LOC_Os04g13350,motif,merged
LOC_Os01g07120,LOC_Os05g05210,motif,merged
LOC_Os01g07120,LOC_Os06g09030,motif,merged
LOC_Os01g07120,LOC_Os09g23850,motif,merged
LOC_Os01g07120,LOC_Os08g43410,motif,merged
LOC_Os01g07120,LOC_Os01g60670,motif,merged
LOC_Os01g07120,LOC_Os02g12560,motif,merged
LOC_Os01g07120,LOC_Os12g15490,motif,merged
LOC_Os01g07120,LOC_Os01g17150,motif,merged
LOC_Os01g07120,LOC_Os05g08440,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os05g13480,motif,merged
LOC_Os01g07120,LOC_Os01g16900,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os01g50670,FunTFBS,FunTFBS
LOC_Os01g07120,LOC_Os01g66520,motif,merged
LOC_Os01g07120,LOC_Os03g07850,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os04g23020,motif,merged
LOC_Os01g07120,LOC_Os01g66620,motif,merged
LOC_Os01g07120,LOC_Os05g33730,motif,merged
LOC_Os01g07120,LOC_Os07g12280,motif,merged
LOC_Os01g07120,LOC_Os12g37080,motif,merged
LOC_Os01g07120,LOC_Os08g33290,motif,merged
LOC_Os01g07120,LOC_Os06g45000,motif,merged
LOC_Os01g07120,LOC_Os09g38350,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os04g50188,FunTFBS,FunTFBS
LOC_Os01g07120,LOC_Os06g03270,motif,merged
LOC_Os01g07120,LOC_Os03g63410,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os02g48860,motif,merged
LOC_Os01g07120,LOC_Os06g36170,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os02g03930,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os03g14310,motif,merged
LOC_Os01g07120,LOC_Os06g16110,motif,merged
LOC_Os01g07120,LOC_Os03g38210,motif,merged
LOC_Os01g07120,LOC_Os04g24820,motif,merged
LOC_Os01g07120,LOC_Os05g23460,"FunTFBS, motif",merged
LOC_Os01g07120,LOC_Os06g34540,motif,merged
LOC_Os01g07120,LOC_Os07g27630,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os08g40960,motif,merged
LOC_Os01g07120,LOC_Os06g08740,FunTFBS,FunTFBS
LOC_Os01g07120,LOC_Os04g58730,motif,merged
LOC_Os01g07120,LOC_Os07g41190,motif,merged
LOC_Os01g07120,LOC_Os12g36980,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os12g02810,motif,merged
LOC_Os01g07120,LOC_Os03g47410,motif,merged
LOC_Os01g07120,LOC_Os10g20640,motif,merged
LOC_Os01g07120,LOC_Os03g02730,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os06g50920,motif,merged
LOC_Os01g07120,LOC_Os04g58780,"FunTFBS, motif, motif_CE",merged
LOC_Os01g07120,LOC_Os06g25470,motif,merged
LOC_Os01g07120,LOC_Os02g44880,motif,merged
LOC_Os01g07120,LOC_Os04g24950,FunTFBS,FunTFBS
LOC_Os01g07120,LOC_Os05g46290,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os07g41180,motif,merged
LOC_Os01g07120,LOC_Os11g29420,motif,merged
LOC_Os01g07120,LOC_Os11g46930,motif,merged
LOC_Os01g07120,LOC_Os06g44100,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os11g13420,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os06g16480,motif,merged
LOC_Os01g07120,LOC_Os11g31300,motif,merged
LOC_Os01g07120,LOC_Os03g46720,motif,merged
LOC_Os01g07120,LOC_Os07g41360,"FunTFBS, motif",merged
LOC_Os01g07120,LOC_Os03g58050,motif,merged
LOC_Os01g07120,LOC_Os04g02650,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os04g18740,motif,merged
LOC_Os01g07120,LOC_Os02g19770,motif,merged
LOC_Os01g07120,LOC_Os07g08750,motif,merged
LOC_Os01g07120,LOC_Os01g11790,motif,merged
LOC_Os01g07120,LOC_Os06g49780,motif,merged
LOC_Os01g07120,LOC_Os12g24270,"FunTFBS, motif",merged
LOC_Os01g07120,LOC_Os08g44960,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os09g17344,motif,merged
LOC_Os01g07120,LOC_Os01g53190,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os08g06620,"FunTFBS, motif",merged
LOC_Os01g07120,LOC_Os07g17560,motif,merged
LOC_Os01g07120,LOC_Os08g08400,motif,merged
LOC_Os01g07120,LOC_Os06g33600,motif,merged
LOC_Os01g07120,LOC_Os06g30130,motif,merged
LOC_Os01g07120,LOC_Os09g20410,motif,merged
LOC_Os01g07120,LOC_Os04g57200,motif,merged
LOC_Os01g07120,LOC_Os03g61090,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os09g03690,motif,merged
LOC_Os01g07120,LOC_Os11g42060,FunTFBS,FunTFBS
LOC_Os01g07120,LOC_Os01g39080,motif,merged
LOC_Os01g07120,LOC_Os06g11430,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os06g09050,motif,merged
LOC_Os01g07120,LOC_Os06g22200,"FunTFBS, motif",merged
LOC_Os01g07120,LOC_Os11g01290,motif,merged
LOC_Os01g07120,LOC_Os02g44140,motif,merged
LOC_Os01g07120,LOC_Os10g28770,motif,merged
LOC_Os01g07120,LOC_Os03g01770,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os01g74610,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os09g09700,motif,merged
LOC_Os01g07120,LOC_Os04g41450,motif,merged
LOC_Os01g07120,LOC_Os10g21940,motif,merged
LOC_Os01g07120,LOC_Os08g41860,motif,merged
LOC_Os01g07120,LOC_Os01g01540,motif,merged
LOC_Os01g07120,LOC_Os01g55560,motif,merged
LOC_Os01g07120,LOC_Os07g07320,motif,merged
LOC_Os01g07120,LOC_Os11g45550,motif,merged
LOC_Os01g07120,LOC_Os03g11380,motif,merged
LOC_Os01g07120,LOC_Os01g43030,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os02g35750,motif,merged
LOC_Os01g07120,LOC_Os03g21030,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os02g32630,"FunTFBS, motif",merged
LOC_Os01g07120,LOC_Os03g16100,motif,merged
LOC_Os01g07120,LOC_Os02g10300,motif,merged
LOC_Os01g07120,LOC_Os06g05650,motif,merged
LOC_Os01g07120,LOC_Os05g06360,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os07g07500,motif,merged
LOC_Os01g07120,LOC_Os12g17180,motif,merged
LOC_Os01g07120,LOC_Os03g03710,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os09g15220,motif,merged
LOC_Os01g07120,LOC_Os11g10420,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os12g06910,motif,merged
LOC_Os01g07120,LOC_Os05g16160,motif,merged
LOC_Os01g07120,LOC_Os05g39640,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os05g34880,motif,merged
LOC_Os01g07120,LOC_Os03g22650,motif,merged
LOC_Os01g07120,LOC_Os02g09310,motif,merged
LOC_Os01g07120,LOC_Os04g45310,motif,merged
LOC_Os01g07120,LOC_Os06g43670,motif,merged
LOC_Os01g07120,LOC_Os12g13740,motif,merged
LOC_Os01g07120,LOC_Os12g39010,motif,merged
LOC_Os01g07120,LOC_Os05g15610,motif,merged
LOC_Os01g07120,LOC_Os05g20129,"FunTFBS, motif",merged
LOC_Os01g07120,LOC_Os08g31769,motif,merged
LOC_Os01g07120,LOC_Os12g10820,motif,merged
LOC_Os01g07120,LOC_Os11g38180,motif,merged
LOC_Os01g07120,LOC_Os03g39640,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os03g40470,motif,merged
LOC_Os01g07120,LOC_Os02g44180,motif,merged
LOC_Os01g07120,LOC_Os01g58740,motif,merged
LOC_Os01g07120,LOC_Os01g10760,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os07g36730,motif,merged
LOC_Os01g07120,LOC_Os07g26380,motif,merged
LOC_Os01g07120,LOC_Os07g18050,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os09g27900,motif,merged
LOC_Os01g07120,LOC_Os03g13370,motif,merged
LOC_Os01g07120,LOC_Os02g47650,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os03g04390,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os07g40760,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os10g34750,motif,merged
LOC_Os01g07120,LOC_Os06g20410,motif,merged
LOC_Os01g07120,LOC_Os06g50090,motif,merged
LOC_Os01g07120,LOC_Os11g05400,FunTFBS,FunTFBS
LOC_Os01g07120,LOC_Os05g31420,FunTFBS,FunTFBS
LOC_Os01g07120,LOC_Os06g30830,motif,merged
LOC_Os01g07120,LOC_Os04g54450,motif,merged
LOC_Os01g07120,LOC_Os05g46450,motif,merged
LOC_Os01g07120,LOC_Os12g36980,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os01g57630,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os11g26150,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os12g13150,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os12g09410,motif,merged
LOC_Os01g07120,LOC_Os08g33076,motif,merged
LOC_Os01g07120,LOC_Os09g09600,motif,merged
LOC_Os01g07120,LOC_Os12g02680,motif,merged
LOC_Os01g07120,LOC_Os11g28290,motif,merged
LOC_Os01g07120,LOC_Os01g59520,FunTFBS,FunTFBS
LOC_Os01g07120,LOC_Os10g05030,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os12g18570,motif,merged
LOC_Os01g07120,LOC_Os11g18830,motif,merged
LOC_Os01g07120,LOC_Os03g45160,motif,merged
LOC_Os01g07120,LOC_Os02g03620,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os05g33514,FunTFBS,FunTFBS
LOC_Os01g07120,LOC_Os02g36430,motif,merged
LOC_Os01g07120,LOC_Os05g45350,FunTFBS,FunTFBS
LOC_Os01g07120,LOC_Os02g53230,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os09g32350,motif,merged
LOC_Os01g07120,LOC_Os02g20230,motif,merged
LOC_Os01g07120,LOC_Os06g19340,motif,merged
LOC_Os01g07120,LOC_Os03g20690,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os03g33780,motif,merged
LOC_Os01g07120,LOC_Os01g67070,motif,merged
LOC_Os01g07120,LOC_Os06g44100,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os07g48790,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os08g08780,motif,merged
LOC_Os01g07120,LOC_Os11g04380,motif,merged
LOC_Os01g07120,LOC_Os01g51530,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os11g44390,motif,merged
LOC_Os01g07120,LOC_Os03g23250,motif,merged
LOC_Os01g07120,LOC_Os04g58380,FunTFBS,FunTFBS
LOC_Os01g07120,LOC_Os04g27810,motif,merged
LOC_Os01g07120,LOC_Os08g32310,motif,merged
LOC_Os01g07120,LOC_Os07g22620,motif,merged
LOC_Os01g07120,LOC_Os11g16420,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os03g48610,motif,merged
LOC_Os01g07120,LOC_Os11g03180,FunTFBS,FunTFBS
LOC_Os01g07120,LOC_Os01g61640,motif,merged
LOC_Os01g07120,LOC_Os10g24550,motif,merged
LOC_Os01g07120,LOC_Os04g33720,"FunTFBS, motif, motif_CE",merged
LOC_Os01g07120,LOC_Os10g22190,motif,merged
LOC_Os01g07120,ChrSy.fgenesh.gene.80,motif,merged
LOC_Os01g07120,LOC_Os01g22600,motif,merged
LOC_Os01g07120,LOC_Os08g43040,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os03g53270,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os07g12250,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os01g43200,motif,merged
LOC_Os01g07120,LOC_Os08g14310,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os03g52490,motif,merged
LOC_Os01g07120,LOC_Os03g45900,motif,merged
LOC_Os01g07120,LOC_Os07g28810,motif,merged
LOC_Os01g07120,LOC_Os08g42770,motif,merged
LOC_Os01g07120,LOC_Os03g16850,"FunTFBS, motif, motif_CE",merged
LOC_Os01g07120,LOC_Os12g01240,motif,merged
LOC_Os01g07120,LOC_Os08g25470,FunTFBS,FunTFBS
LOC_Os01g07120,LOC_Os05g10290,motif,merged
LOC_Os01g07120,LOC_Os09g06310,motif,merged
LOC_Os01g07120,LOC_Os06g05250,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os08g33300,motif,merged
LOC_Os01g07120,LOC_Os03g61900,motif,merged
LOC_Os01g07120,LOC_Os01g70430,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os02g43060,motif,merged
LOC_Os01g07120,LOC_Os07g09580,"FunTFBS, motif",merged
LOC_Os01g07120,LOC_Os07g27710,motif,merged
LOC_Os01g07120,LOC_Os01g07340,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os05g08840,motif,merged
LOC_Os01g07120,LOC_Os11g08420,"FunTFBS, motif",merged
LOC_Os01g07120,LOC_Os04g13680,motif,merged
LOC_Os01g07120,LOC_Os02g42920,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os02g10220,motif,merged
LOC_Os01g07120,LOC_Os03g49220,motif,merged
LOC_Os01g07120,LOC_Os01g45730,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os04g18780,motif,merged
LOC_Os01g07120,LOC_Os01g23590,motif,merged
LOC_Os01g07120,LOC_Os05g15780,motif,merged
LOC_Os01g07120,LOC_Os03g53180,motif,merged
LOC_Os01g07120,LOC_Os05g41300,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os11g33440,motif,merged
LOC_Os01g07120,LOC_Os02g43830,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os07g43660,motif,merged
LOC_Os01g07120,LOC_Os01g32630,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os04g44110,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os03g15740,motif,merged
LOC_Os01g07120,LOC_Os01g61240,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os01g73440,motif,merged
LOC_Os01g07120,LOC_Os01g70170,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os03g03710,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os03g17220,motif,merged
LOC_Os01g07120,LOC_Os11g32480,motif,merged
LOC_Os01g07120,LOC_Os02g27769,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os01g47160,motif,merged
LOC_Os01g07120,LOC_Os09g25710,motif,merged
LOC_Os01g07120,LOC_Os07g29480,motif,merged
LOC_Os01g07120,LOC_Os11g05310,motif,merged
LOC_Os01g07120,LOC_Os07g07590,motif,merged
